id,category,source_zh,reference_ja
261,ecology,或者尘梦劳人，聊倩鸟呼归去；山灵好客，更从石化飞来。,もしかして、塵夢は人を労させるものゆえ、いささか鳥の音を借り呼びて帰り去らしめるとか、山霊は客を好むものなれば、さらに石より化して飛びきたらしめるとか、そういうことが起こらぬとも限るまいで。
262,ecology,宝玉贪看景致，竟将鸳鸯忘了。,宝玉はその景色に吸いつけられるように眺め入り、とうとう鴛鴦のこともなにも忘れ果ててしまいました。
263,ecology,宝玉顺步走入一座宫门，内有奇花异卉，都也认不明白。,宝玉がぶらりぶらり、と、ある宮門をくぐり入りますと、その内側には珍しい草花が生えていて、どれも自分には見分けのつかぬ物ばかり。
264,ecology,惟有白石花阑围着一颗青草，叶头上略有红色，但不知是何名草，这样矜贵。,なかに白い石の欄干に護られて一もとの青い草が生えており、その葉ずえにはほんのり紅味がかかっています。いったいなんという名の草だろう、これほど大切にしてある。
265,ecology,只见微风动处，那青草已摇摆不休。,見るうち、一吹きそよ風が起こったかと思うと、かの青草ははやゆらりゆらりとなよやかに揺れ続けて止みません。
266,ecology,虽说是一枝小草，又无花朵，其娇媚之态不禁心动神怡，魂消魄丧。,たかが一もとの小草、花一つつけてもおらぬのにと思うものの、そのあでやかな風姿を前にしては、思わずも胸はあやしくときめき、魂も魄も宙に飛びゆくかと見惚れました。
267,ecology,所以警幻仙子命我看管，不令蜂缠蝶恋。,警幻仙姑さまにはこのわたしにそのお世話を申しつけられ、蜂や蝶がむやみとつかないようにと、かたく見張りを仰せつかっているのです
268,ecology,惜春欣幸异常，便命彩屏去开上年蠲的雨水，预备好茶。,惜春はたいそう喜び、さっそく彩屏にいって上等の茶を淹れようとて、去年から貯めておいた雨水を沸かしにかからせます。
269,ecology,这时已到四更，天空地阔，万籁无声。,時刻ははや四更（朝の一時）にもなっていて、天空しく地闊く、万籟寂として声なきありさま。
270,ecology,闲看儿童捉柳花。,眺めよし　柳の花を　子らが逐い
271,ecology,倘或再有点事出来，可不是他们躲过了风暴又遇了雨了么。,もしもまたなんぞ事が出来したときには、あちらはそれこそ『暴風を避けたところで雨に遇い（一難去ってまた一難）』の目を見るさるわけだからね
272,ecology,前儿你二叔带书子来，说探春于某日到了住所，择了某日吉时送了你妹子到了海疆，路上风恬浪静，合家不必挂念。,ついせんだっても、おまえの叔父さん（賈政）から便りが届いたばかりだ。なんでも探春は何日だかに某任地に到着、何日だかの吉時を択んで海疆まで身柄を送り届けたが、海路、風は穏やかに波も静かでありましたゆえ、ご一統には他事ながらご放念のほどを、とあった。
273,ecology,吓得那些看园的人也不修花补树，灌溉果蔬。,驚いたのは例の園の番をしている連中で、花や樹木の手入れにも、果物や野菜の水かけにも、さっぱり身が入りません。
274,ecology,从此风声鹤唳，草木皆妖。,これからというものは風の渡る音、鶴の鳴き声にもおびえ、草木も悉皆妖怪扱いされかねまじきありさま。
275,ecology,生在西天大树国中，父母打柴为生。,西方天竺は大樹国にお生まれになり、ご両親は柴刈りを生業としておられました。
276,ecology,至今山上犹见谈经之处，天花散漫。,そしてただいまでも山上の経論をお闘わせになった場所には、天花が一面に散り敷くさまが見られると申します。
277,ecology,那天已有黄昏以后，因忽然想起探春来，要瞧瞧他去，便叫丰儿与两个丫头跟着，一头里一个丫头打着灯笼。,その日もはや黄昏どきを過ぎた頃、ふと探春のことが気になり、あのひとの顔を見にいってこようと思い立つと、熙鳳はすぐさま豊児のほかにも二人の侍女に伴を言いつけ、先頭に立つ侍女の一人には提灯を下げさせました。
278,ecology,走出门来，见月光已上，照耀如水，凤姐便命打灯笼的回去罢。,戸口を出たところ、月がすでに出ていて、月光の照り渡るあたり一面はさながら水中にあるかのよう、熙鳳は即座に提灯を下げた者に「おもどり」といってこれを帰しました。
279,ecology,只见园中月色比着外面更觉明朗，满地下重重树影，杳无人声，甚是凄凉寂静。,見れば園内を照らす月の光は、園外のそれと較べて一段とさやけく覚え、地面には一面に樹々が重なりあった影を落とし、あたりはしんとして人声ひとつせず、ものすさまじいまでにひそと静まり返っています。
280,ecology,刚欲往秋爽斋这条路来，只听忽的一声风过，吹的那树枝上落叶满园中唰喇喇的作响，枝梢上吱嗟嗟发哨，将那些寒鸦宿鸟都惊飞起来。,秋爽斎（探春住居）に通じる道をゆこうとしますと、「ヒュウ」と風が吹き過ぎ、その風にあおられて行く手の樹々より枝離れ散り交う枯れ葉がどこもかしこも園内じゅう「サッサッ」と音を立て、枝や梢までがぎしぎし騒ぎたつのには、これを塒の寒鴉や鳥たちもみな驚いて飛び立ちました。
281,ecology,探春李纨走出院外再听时，惟有竹梢风动，月影移墙，好不凄凉冷淡。,探春と李紈は中庭の外まで出てみて重ねて耳を澄ませましたが、竹の梢に風がそよぎ、月の光が塀を移りゆくだけのあたりの景色は、いかさますさまじいとも、ものさびしいとも、いいようがありません。
282,ecology,我为的园里人少，怡红院里的花树忽萎忽开，有些奇怪。,わしはな、園のなかは人も少なく、怡紅院の花が急にしぼんだり、また急に咲いたり、どうもおかしいと思ったものでな。
283,ecology,怡红院里的海棠本来萎了几棵，也没人去浇灌他。,怡紅院の海棠は、もと何本かあったのが枯れてしまって、それきり誰も水をかけてやろうとはいたしませんでした。
284,ecology,昨日宝玉走去，瞧见枝头上好像有了骨朵儿是的。,ところが昨日、宝玉さまがその場所へいらしたら、枝にまるで蕾が出たように見えたのだそうでございますの。
285,ecology,忽然今日开得很好的海棠花。,突然、今日になって、みごとに海棠の花が咲いたのでございますよ。
286,ecology,所以大奶奶叫人收拾园里败叶枯枝，这些人在那里传唤。,そんなわけで上の若奥様（李紈）から園内の落葉や枯枝を取り片づけるようにとお指図がくだされまして、あの人たちはああしてあちらに呼び集められているのでございます。
287,ecology,宝玉到了学房中，做了自己的功课，忽听得纸窗呼喇喇一派风声。,宝玉が家塾にきて、自分の勉強にかかったところ、急に障子窓が吹きつける風のために、「ヒューヒュー」と音を立て始めました。
288,ecology,把风门推开一看，只见西北上一层层的黑云渐渐往东南扑上来。,風除け窓を押し開けてみたところ、西北のかたにもくもくと層をなしている黒雲が次第次第に東南の方角へと移動しつつあります。
289,ecology,进来坐着，看看已是林鸟归山，夕阳西坠。,部屋にもどって腰をおろすと、みるみるうちにはや林の鳥は山へと帰りまいり、夕日は西に沈みゆきます。
290,ecology,妹妹有了兰花，就可以做猗兰操了。,黛さんは蘭をもらいこまれたのだから、『猗蘭操』ができますよね。
291,ecology,草木当春，花鲜叶茂。,草木も春に遭えば、花は色鮮やかに葉は碧々と茂る。
292,ecology,想我年纪尚小，便像三秋蒲柳。,思えばこの身はまだ年齢こそゆかないけれど、はや暮秋の蒲柳のごときものではないか。
293,ecology,若是果能随愿，或者渐渐的好来；不然，只恐似那花柳残春，怎禁得风催雨送。,もしもわたしの願いがかなったら、あるいは健康もおいおいと回復しようが、さもないときは、おそらくあの残春の花柳にも似て、散るをうながす雨風の力の前には、とうてい耐えられはすまい。
294,ecology,若要抚琴，必择静室高斋，或在层楼的上头，在林石的里面，或是山巅上，或是水涯上。,もしも琴を奏でようというときには、静かで落ち着いた書斎のうちとか、または高殿の上だとか、林の巌の裏手だとか、山の頂だとか、または川のほとりだとかをどうしても選ばねばなりません。
295,ecology,再遇着那天地清和的时候，风清月朗，焚香静坐，心不外想，气血和平，才能与神合灵，与道合妙。,そのうえさらにかの天地清和するの時に遇い、風清く朗らかなる月のもと、香を焚いて静かに坐し、心に他事を思わず、気血を通ぜしめてこそ、神と霊とを合し、道と妙とを合することもかなうようになりましょう。
296,ecology,若无知音，宁可独对着那清风明月，苍松怪石，野猿老鹤抚弄一番，以寄兴趣，方为不负了这琴。,もしも知音を持たないときは、いっそ独りかの清風名月や蒼松怪石・野猿老鶴に対して琴をかきならし、感興をこれに託するようにしてこそ、この琴に負かぬものだといえましょう。
297,ecology,便走下石矶，坐在池边钓起来。,こういって石垣をおりると、池のはたに腰をおろして釣りにかかりました。
298,ecology,岂知那水里的鱼看见人影儿，都躲到别处去了，宝玉抢着钓竿等了半天，那钓丝儿动也不动。,ところが水中の魚も、人の影を見ると、そっくり別の場所へと逃げていってしまいます。宝玉は釣竿を手にしてだいぶ待ちましたが、てぐすはぴくりとも動きません。
299,ecology,刚有一个鱼儿在水边吐沫，宝玉把竿子一曳，又吓走了。,それでもやっと一尾の魚が岸べで泡を吐いたので、宝玉が竿を動かそうとしますと、その拍子にまたもや魚を驚かせ逃げられてしまう始末。
300,religion,刘姥姥道:“ 阿弥陀佛! 全仗嫂子方便了。”,「南無阿弥陀仏、南無阿弥陀仏。なにからなにまで嫂さんのお世話になりまするな」
301,religion,赵姨娘叹口气道：“阿弥陀佛！我手里但凡从容些，也时常的上个供。只是心有馀力不足。”,やれやれ！手もとにいま少しゆとりがあれば、しょっちゅうお供えもさせていただけるのに、『気はあれども力たらず』というところでしてね
302,religion,风姐听了这话，便发了兴头，说道：“你是素日知道我的，从来不信什么是阴司地狱报应的。,無鳳はこのことばを聞いてつい釣りこまれ、「あなたはかねがねこのわたしという人間をご存じのはず、閻魔の庁だの地獄の応報だのはついぞじたこともないわたしですもの」
303,religion,那仙姑笑道：,仙女は笑いながら
304,religion,因为老爷太太思念不尽，便盖了这祠堂，塑了这茗玉小姐的像，派了人烧香拨火。如今日久年深的，人也没了，庙也烂了，那像就成了精。,お旦那も奥様もそのお嬢さまのことがしのばれてならず、その祠を建てなさって、その若玉さまのお像をこしらえ、堂守を置いて、お線香を上げ、香煙の火を絶やさぬようになされました。ところが今日日ではだいぶ年もたちましたこととて、堂守も世を去り、祠は見る影もなし。はてはそのお像が化けて出るという次第でして・・・
305,religion,还打发个人到水月庵，说老爷的谕：除了上坟烧纸，若有本家爷们到他那里去，不许接待。,そして誰か使いを水月庵へ出し、お殿様のご沙汰だから、といってこう伝えさせなさい---墓参のときは別として、もしもお屋敷の殿方がそちらへ立ち寄られるようなことがあったとしても、おもてなしの儀はまかりならぬ。
306,religion,悬于卧室上槛，将他二人安在一室之内，除亲身妻母外，不可使阴人冲犯。,これをご寝所の鴨居につるし、このおふたりをばその一つ部屋のうちに休ませられ、妻女・母御のご本人以外、女性を立ち入らせて汚したりなさらぬ
307,religion,此方人家多用竹篱木壁，大抵也因劫数，于是接二连三，牵五挂四，将一条街烧得如火焰山一般。,いったいこの地方の人家は、竹の垣、木の壁というのが大部分、まずはそういう不運なめぐりあわせだったのか、あっというまにつぎつぎと火の手がまわり、一つの街筋が火燄山（『西遊記』に見える）さながらの焼けざま。
308,religion,当下众人七言八语：有的说请公送祟的，有的说请巫婆跳神的，有的又荐什么玉皇阁的张真人，种种喧腾不一。,そのとき、一同のなかからはさまざまな説が飛び出し、ある者は祈禱師を招いて祟りをはらおうと主張し、ある者は巫女を呼んで神おろしをしようと唱え、またある者は玉皇閣の張真人とやらを推薦するといったふうで、ああでもない、こうでもないといやはやうるさいこと。
309,religion,“把他两个的年庚八字写在这两个纸人身上，一并五个鬼都披在他们各人的床上就完了。”,「あのふたりの生年・月・日・時刻の千支の八字をこの二つの形代に書きこみましてな、五匹の鬼といっしょにあのふたりのめいめいの寝台にはさんでおけばそれでよろしい。」
310,religion,马道婆道：“这个容易，只是替他多做些因果善事也就罢了。再那经上还说：西方有位大光明普照菩萨，专管照耀阴暗邪祟。若有善男子善女人虔心供奉者，可以永佑儿孙康宁安静，再无惊恐邪祟撞客之灾。”,「それなればたやすきこと。そのおかたのためにできるだけ功徳をお積みになればそれでよろしいのでござります。なおまたお経にはこうも見えておりまする一一西方に大光明普照菩薩と仰せられるみ仏がましまして、もっぱら目に見えぬ選き物を照らしはらうをお役目としておられます。もし善男善女にして信心深く供養する者があれば、幾久しくその子孫を安穏息災に守っておやりになり、またと恐ろしい目に会うたり、なんぞに祟られたり、憑き物がしたりといった災難が降りかからぬよう、守ってくださるよしにござりまする」と、道婆。
311,religion,那晚各处佛堂灶王前焚香上供。,その晩、各所の仏堂や竈神（わが国の荒神に当たる）の前では、香を焚き供物を供えます。
312,religion,“我昨日叫赖升媳妇出去叫人给宝玉算算命。这先生算得好灵，说要娶了金命的人帮扶他，必要冲冲喜才好。不然只怕保不住。”,わしは昨日、頼昇の家内を街へつかわして宝玉のことを占わせてみたのだが、その占い者の立てた卦というのがぴったりなのだよ---金の性の者を嫁にとって連れ添わせなさい。どうしてもここでひとつ縁起直しせぬことにはいかん。でないと恐らくは生命も保つまい、とこういったそうだ。
313,religion,天地间都赋阴阳二气所生，或正或邪，或奇或怪，千变万化，都是阴阳顺逆。,この天と地とのあいだにあるものは、なんだってみな陰と陽との二つの『気』をうけて生じたものでしょう。正だとか邪だとか、奇だの怪だのと、とりどりの形はとっていても、すべて陰陽の順逆のさせるわざなのね。
314,religion,贾珍便命贾琼，责琛、贾璘、贾蔷四个人去陪客，一面吩咐去请钦天监阴阳司来择日。,に言いつけて客の応対に当たらせることとし、一方では使いをやって欽天監（天文暦法をつかさどる役所）の陰陽司の係（陰陽生、後出。易占をつかさどる）に日柄を見たてさせます。
315,religion,“此离吾境不远，别无他物，仅有自采仙茗一盏，亲酿美酒一瓮，素练魔舞歌姬数人，新填红楼梦仙曲十二支。试随吾一游否？”,ここからわたしの住む里までは遠くもなし、格別これといっておもてなしもできませぬけれど、手製の仙茶一杯、手づくりの美酒二かめなりとさしあげましょう。天魔の舞い（唐代宮廷に始まる群舞の名）もこなす歌姫が幾人かおりますから、新作の『紅楼夢』仙曲十二曲も演させます。いかが、わたしについて遊びにきてみませぬか？」
316,religion,过了一日，就有宝玉寄名的干娘马道婆进荣国府来请安。,それから一日して、宝玉の名付け親の馬という道婆が栄国邸へご機嫌伺いに顔を見せました。
317,religion,你舅舅今日斋戒去了,伯父さんは今日はお役で斎戒にお出かけになってお留守なの。
318,religion,风姐身体未愈，虽不能时常在此，或遇开坛诵经，亲友上祭之日，亦扎挣过来，相帮尤氏料理。,熙鳳は身体がまだ本当でなく、常時こちらに詰め切りとまではゆかないものの、祭壇を開き経を上げる日、親類友人が詣りにくる日などには、やはり無理をしてでも出向いて、尤氏に力を貸して諸事を取りしきります。
319,religion,若果有善根能醒悟，即可以超脱轮回。,もしも善根を積みまして悟りが開けましたならば、ついに輪廻の宿命をも脱することができまする。
320,religion,恍若神妃仙子,まるで女神か仙女かと思わせます。
321,religion,一日，正当嗟悼之际，俄见一僧一道远远而来，生得骨骼不凡，丰神迥异，说说笑笑来至峰下，坐于石边高谈快论,ひょっこり現われましたのがあたりに見かけぬ僧と道士、二人連れではるかかなたよりやってきました。うち見たところ、骨格も非凡なら風采も俗人離れしています。談笑しながら峰のふもとまでくると、岩のわきに腰をおろして、声高にしゃべりまくるのでした。
322,religion,太虚幻境,太虚幻境
323,religion,诗书仕宦之族,代々文官を出した家柄
324,religion,神仙一流人品,仙人じみた人品
325,religion,天地生人，除大仁大恶两种，余者皆无大异。若大仁者，则应运而生；大恶者，则应劫而生。,人間というものは、大仁者と極悪人との二種を別にすれば、ほかはまずどれも大差のないものさ。してその大仁者というのはよい星の下に生まれたもの、極悪人とは凶星の下に生まれたもの。
326,religion,这四十个人也分作两班，单在灵前上香、添油、挂幔、守灵、供饭、供茶、随起举哀，别的事也不与他们相干。,この四十人もやはり二組に分かれ、もっぱらご霊前に控えていて、お線香をあげ、灯油を注ぎたし、幔幕をかけ、それから遺骸のお守りをしてご飯やお茶を供え、どなたか来られて哭かれるときは、それについて哭声をあげるようにね、ほかのことには手出しせずともよろしい。
327,religion,逝者已登仙界，非碌碌你我尘寰中之人也。,いや故人はすでに仙界に登られ、碌々として俗世につながるるおたがいごときとちがいます。
328,religion,早又前面法鼓金饶，幢幡宝盖，铁槛寺接灵众僧齐至。,早くも前方には太鼓·鏡鈸·幢幡·宝蓋などが見えそめ、そこには鉄檻寺から霊枢を迎えに出た僧侶たちが勢揃いして待ちうけています
329,religion,说起当年太祖皇帝仿舜巡的故事，比一部书还热闹，我偏没造化赶上。,なんでも、あの時分、太祖皇帝さまが大昔の舜(皇帝)に倣って諸国をお巡りになったおはなしといえぼ、ものの本に見えているのよりは、よほど賑やかなものだったということですが、わたくし、あいにくとそのときに生まれあわせる
330,religion,阎王叫你三更死，谁敢留人到五更！,『三更（夜の十二時）限りと閻魔のお沙汰、五更（朝の四時）に延ばせりゃ世話はない』
331,religion,众人道:“必是‘蓬菜仙境’方妙。”,すると一同、「『蓬萊仙境』となさったら一番びったりでございましょうよ」
332,religion,我这一回去，没别的报答，惟有请些高香，天天给你们念佛，保佑你们长命百岁的，就算我的心了。,わたくし、このたびもどりましたうえは、格別ご恩報じもかないますまいゆえ、ただお線香を少々おねだりしてまいって、毎日みなさまがたのためにお念仏申し、百歳までも長生きなさるようにご加護をお祈りいたしましょうぞ。
333,religion,且说那个玉皇庙并达摩庵两处，一班的十二个小沙弥并十二个小道士，如今挪出大观园来，贾政正想着要打发到各庙去居住。,ところで例の玉皇廟·達摩庵の二ヵ所に分散していた十二人の小坊主と十二人の小道士との二組は、今では身柄を大観園に移されていたのですが、賈政はこれらの者に暇を出し各寺々に転住させようという肚でいました。
334,religion,且说大观园中，因贾母王夫人天天不在家内，又送灵去一月方回，各丫鬟婆子皆有闲空，多在园中游玩;更又将梨香院内伏侍的众婆子一概撤回，并散在园内听使，更觉人多了几十个。,話変わって大観園では、後室や奥方の王氏が連日屋敷を空けていたうえ、こんどご霊枢をお送りしてゆけばひと月たたねばもどらぬとあって、侍女たちも老女たちもみな暇にまかせ、多くは園内を見物して遊び暮らしています。そこへもってきて梨香院詰めだった大勢の老女たちを残らず引き揚げ、それをそのまま園内のあちこちに廻して使わせることになりましたので、なおさら何十人もの新顔が殖えたかのような気がするのでした。
335,religion,他天天吃斋念佛，谁知就感动了观音菩萨，夜里来托梦,この人、お精進をして念仏唱名の毎日を送っておりましたので、これにはなんと観音菩薩さままでが感じ入りなさったものとみえ、夜分、夢枕に立たれて
336,religion,刘姥姥道:“阿弥陀佛!原来如此。不是哥儿说，我们都当他成精。他时常变了人出来各村庄店道上闲逛。我才说这抽柴火的就是他了。我们村庄上的人还商议着，要打了这塑像，平了庙呢。”,"「阿弥陀仏!なんとまあそうしたものなのでございますか。若様に
聞かせていただきませなんだら、わたくしどもはみんなあのかたが化け
て出られるとばかり思いこんでおりましたろう。あのかたは、しょっち
ゆう人間の形をしては、そこいらの村や宿場や街道すじをさまよってお
られまするし、わたくしめがいぜんおはなし申したあの柴を抜いており
ましたのも、ほかならぬあのかただったのでございます。それで実は、
わたくしども村の者は、この際あのお像をたたきこわし、祠もとり払っ
ちまおうじゃないかと、相談を進めておるところでございますわい」と婆さん"
337,religion,只因西方灵河岸上三生石畔有绛珠草一株，时有赤瑕宫神瑛侍者日以甘露灌溉，这绛珠草始得久延岁月。,もとはといえば、西方は霊河のほとり、三生石のかたわらに、絳珠草と申す草が一株生えておった。そのとき、赤瑕宮に神瑛侍者と申すかたがおられ、日ごとに甘露を灌いでやられたので、この絳珠草もおかげで初めて長の歳月、その命を延ばせた次第。
338,religion,二仙笑道:“此乃玄机不可预泄者，到那时只不要忘了我二人，便可跳出火坑矣。”,二仙は笑って、「これはそれ、天機洩らすべからずというやつですじゃ。なに、その期におよんで、われら両名のことさえお忘れでなければ、かならずや苦界を抜け出られましょうぞ」
339,religion,又向贾母道:“祖宗老菩萨，那里知道那经典佛法上说的利害。大凡那王公卿相人家的子弟，只一生长下来，暗里便有许多促狭鬼跟着他，得空便拧他一下，或掐他一下，或吃饭时打下他的饭碗来，或走着推他一跤。所以往往的那些大家子孙，多有长不大的。”,そしてこんどは後室の方に向きなおり、「ご後室さまにはご存じもなきことでござりましょうが、かのみ仏の経文にはそら恐ろしきまでのみ教えがかずかず見えまする。およそこの、王公大臣といったやごとなききわのご子弟には、ひとたび生を享けられしときより、目には見えませねど、根性のよからぬ鬼どもがあまた憑いておりまして、すきを見すまし、つねってみたり、ひっかいてみたり、お食事のさいちゆうにそのお茶碗を打ちおとしてみたり、歩いていなさるところを突き転ばしてみたりするのでござります。それがため、とかくそうしたご大家のご子孫に当たられるかたがたは、おすこやかにご成人がかなわぬ向きも多うござりまする次第」
340,religion,贾母道:“倒不知怎么个供奉这位菩萨?”,後室はたたみかけて、「いったいどのようにしてその菩薩さまは信心いたしたものか?」
341,religion,贾母道:“一天一夜也得多少油?明白告诉我，我也好做这件功德的。”,後室はさらに、「それには一昼夜でいかほどの油がいるものか、委細を聞かせてくだされ。わしもその功徳を積ませてもらいましょうゆえ」
342,religion,马道婆念一声:“阿弥陀佛慈悲大菩萨。”,道婆はそこで、「阿弥陀仏慈悲大菩薩!」
343,religion,林黛玉道:“该，阿弥陀佛!”,「罰よ、天罰だわ!」と、黛玉。
344,religion,当下众人七言八语:有的说请端公送祟的，有的说请巫婆跳神的，有的又荐什么玉皇阁的张真人，种种喧腾不一。,"そのとき、一同のなかからはさまざまな説が飛び出し、ある者は祈
禱師を招いて祟りをはらおうと主張し、ある者は巫女を呼んで神おろし
をしようと唱え、またある者は玉皇閣の張真人とやらを推薦するといっ
たふうで、ああでもない、こうでもないといやはやうるさいこと。"
345,religion,正闹得天翻地覆，没个开交，只闻得隐隐的木鱼声响，念一句“南无解冤孽菩萨!有那人口不利，家宅颠倾，或逢凶险，或中邪祟者，我们善能医治。”,"つきかねているところへ、かすかな木魚のひびきにつれて、
「南無解冤孽菩薩!」と唱える声が聞こえ、「誰ぞ加減がわるかったり、家庭がもめたり、または災難に出逢うたり、祟りを受けたりした者があれば、われらが癒して進ぜようぞ」"
346,religion,贾政道:“倒有两个人中邪，不知你们有何符水?”,"「いかにも両名の者が邪気にあたりました様子なれど、おてまえが
たには、どのようなお神札やお神水をご所持でいらっしゃいましょうや」"
347,religion,宝钗笑道:“我笑如来佛比人还忙:又要讲经说法;又要普渡众生;这如今宝玉凤姐姐病了，又烧香还愿，赐福消灾;今日才好些，又要管林姑娘的姻缘了。你说忙的可笑不可笑?”,"こういいますと、宝銀は笑いながら、「だっておかしいでしょ、如来さまは、わたくしども人間などよりも忙しくって、お説教やお説法はなさらねばならず、衆生はあまねく済度なさらねばならず、こんどのように宝玉さんや鳳お姉さまがご病気にかかられれば、お焼香や願ほどきを嘉されて、福を授けわざわいを除いてくださる。今日あたりやっとおふたりに元気が出てきたかと思えば、
こんどは林の姫さまの縁結びの世話もお焼きにならねばならず.·····、いかが?こんなに忙しくしていらっしやっても、これがおかしくはないとおっしゃいますの?」"
348,religion,"赵姨娘叹口气道:“阿弥陀佛!我手里但凡从容些，也时常的
上个供。只是心有馀力不足。”",「やれやれ!手もとにいま少しゆとりがあれば、しょっちゅうお供えもさせていただけるのに、『気はあれども力たらず』というところでしてね」
349,religion,"马道婆听说这话打拢了一处，便又故意说道:阿弥陀佛，
你快休来问我，我那里知道这些事。罪过，罪过!”",「あれまあもうそんなことはおたずねにならないでくださいまし。どうしてわたくしがさようなことを存じておりましょう?恐れ入ります!」
350,religion,贾母最胆小的，听了这话，忙起身扶了人，出至廊上来瞧，只见东南上火光犹亮。吓的口内念佛，忙命人去火神跟前烧香。,後室は胆をつぷして「南無阿弥陀仏」を唱えるばかりか、すぐさま人を火の神の神前につかわして焼香させます。奥方の王氏らもあたふたと火事見舞いに駆けつけて、
351,religion,那姑子去了半日，连香供纸马都预备了来。,その老尼は引っこんでだいぶしてから、香·供物から紙馬(祭事に焼く冥器の一種。紙に神仏の像を刷ったもの)にいたるまで一式を用意して出てきました。
352,religion,我想你林妹妹那个孩子素日是个有心的，况且他原也三灾八难的，既说了给他过生日，这会子又给人去妆裹，岂不忌讳。,それで考えたの、黛さんは平素から気を廻すたちだし、それにあのひとはまえからご難続きの不仕合わせな娘だしするから、いったんあのひとのお誕生日に祝ってあげるといったものを、いまさら他人の死装束に廻したりしようものなら、縁起でもないとして嫌がりはせぬかとね。
353,religion,却说王夫人唤他母亲上来，拿几件簪环，当面赏与;又唉咐请几众僧人念经超度。他母亲磕头谢了出去。,さて、奥方の王氏は金釧児の母親を呼びよせると、簪やら玉環やらをその場で取らせ、さらにいくたりかの僧を招いて供養の経をあげてもらうようにと指図します。
354,religion,这女儿两个字，极尊贵、极清净的，比那阿弥陀佛、元始天尊的这两个宝号，还更尊荣无对的呢。,この女の子ということばは大変尊くって、大変清浄なのだ。あの阿弥陀さまや元始天尊(道教の神々の一人)などという二つのご名号よりももっとずっと尊くって絶対的なものなのだぜ。
355,religion,"清明灵秀，天地之正气，仁者之所秉也;残忍乖僻，天地之邪
气，恶者之所秉也。",いったい清く秀れたのは天地の正気で、仁者はこれを持って生まれたのであるし、残忍でねじくれたのは天地の邪気で、これは悪人の持ちまえなのだ。
356,religion,“世人不及神仙乐。”,"「俗人のおよぶなき 神仙の楽の音」
"
357,religion,“织女牛郎会七夕。”,「七タや 逢瀬みじかし 織女と牽牛」
358,religion,“凑成二郎游五岳。”,「合わせて、はい、二郎神の五岳詣で」
359,religion,“仙杖香挑芍药花。”,「芍薬や 挑ぐる仙杖も 香ぐわしき」
360,religion,然后弟兄相见，众子侄拜见，定了明日清晨拜祠堂。,その後、賈政は兄弟たがいに対面を遂げ、また子や甥たちからも挨拶を受け終わり、翌日の早朝には、祠堂に参拝することにしました。
361,religion,你想我是无情的人么，晴雯到底是个丫头，也没有什么大好处，他死了，我老实告诉你罢，我还做个祭文去祭他。那时林姑娘还亲眼见的。,どうだ、あんたはこのわたしを情無しの人間だと思うかい？晴雯はなんといっても腰元の身だし、格別きわ立ってよいところもなかった。それでもあの子が死んだあと、これはあんたに打ち割った話をするのだけどさ、わたしは祭文までこしらえてあの子にお祭りをしてやったのだよ。実はあのとき、黛さんもそれをその目で見ていらっしゃったのだ。
362,religion,如今林姑娘死了，莫非倒不如晴雯么，死了连祭都不能祭一祭。,ところがいまや黛さんも故人になられたわけだが、このままでは晴雯にさえ及ばぬというものではないか、亡くなられたのに、形ばかりのお祭りすらして上げられないのだからな。
363,religion,又听见说天上有音乐响，必是他成了神或是登了仙去。,それにまた天上には楽の音がしたということだが、あちらは神様になられたか、それとも仙人になられたか、そのどちらかにちがいない。
364,religion,不是，大凡成仙的人，或是肉身去的，或是脱胎去的。,いや、それがちがうのさ。およそ仙人になるほどのかたは、生身のままでいらっしゃるか、または人間の胎を脱していらっしゃるものなのだよ。
365,religion,祖宗挣下的功业，弄出事来了，不知道飞到那个头上，大家也好施威。,ご先祖さまがせっかくお残しになったご功業もこれでふいだ。かほどの事件を引き起こしたからには、ひとごとでない、いまに誰の頭に飛び火してこぬとも限らぬぞ。ここはおたがいうまく立ち廻らぬことには……
366,religion,贾政听毕，即起身叩谢天恩，又拜谢王爷恩典。,賈政はそれを聞き終わると、即座に身を起こし、叩頭して天恩を謝したてまつり、さらにまた郡王から賜わったご恩典に対しては拝礼してこれを謝したてまつりました。
367,religion,一日傍晚，叫宝玉回去，自己扎挣坐起，叫鸳鸯等各处佛堂上香，又命自己院内焚起斗香，用拐柱着出到院中。,ある日の夕まぐれ、宝玉には引き取らせたあと、自分から身体に無理をいわせて起き直ると、鴛鴦らに言いつけて諸方の仏堂で焼香させ、また自分の住まいの中庭でも斗香を焚くよう言いつけると、杖を頼りに中庭まで足を運びます。
368,religion,琥珀知是老太太拜佛，铺下大红短毡拜垫。,琥珀はそこで、ご後室さまはみ仏を拝もうとのおつもりだな、と察して、拝礼用の緋毛氈を展べました。
369,religion,贾母上香跪下，磕了好些头，念了一回佛，含泪祝告天地道。,後室は香を焚いて跪くと、なんどもなんども叩頭して、しばらくのあいだ弥陀の名号を唱え続けたあと、さて涙ながらに天地に呼びかけて祈りました。
370,religion,皇天菩萨在上，我贾门史氏，虔诚祷告求菩萨慈悲。,皇天菩薩さま、てまえ賈門の史氏、ここにうやうやしく菩薩さまのお慈悲を垂れたまわんことを祈り上げまする。
